trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
601,15:22:00,15:22:00,2620,9,,
601,15:22:00,15:22:00,252,10,,
601,15:24:00,15:24:00,251,11,,
601,15:26:00,15:26:00,235,12,,
601,15:26:00,15:26:00,249,13,,
601,15:28:00,15:28:00,238,14,,
601,15:29:00,15:29:00,301,15,,
601,15:29:00,15:29:00,245,16,,
601,15:31:00,15:31:00,244,17,,
601,15:32:00,15:32:00,243,18,,
601,15:33:00,15:33:00,56,19,,
602,15:14:00,15:14:00,568,1,,
602,15:15:00,15:15:00,566,2,,
602,15:16:00,15:16:00,564,3,,
602,15:18:00,15:18:00,560,4,,
602,15:20:00,15:20:00,158,5,,
602,15:25:00,15:25:00,562,6,,
602,15:26:00,15:26:00,403,7,,
602,15:27:00,15:27:00,405,8,,
602,15:28:00,15:28:00,1267,9,,
602,15:29:00,15:29:00,413,10,,
602,15:31:00,15:31:00,163,11,,
602,15:32:00,15:32:00,529,12,,
602,15:33:00,15:33:00,526,13,,
602,15:37:00,15:37:00,451,14,,
602,15:40:00,15:40:00,444,15,,
602,15:42:00,15:42:00,438,16,,
602,15:44:00,15:44:00,447,17,,
602,15:46:00,15:46:00,442,18,,
602,15:47:00,15:47:00,448,19,,
602,15:53:00,15:53:00,124,20,,
602,15:54:00,15:54:00,845,21,,
602,15:55:00,15:55:00,690,22,,
602,15:56:00,15:56:00,684,23,,
602,15:58:00,15:58:00,209,24,,
602,15:59:00,15:59:00,208,25,,
602,16:01:00,16:01:00,275,26,,
602,16:01:00,16:01:00,1259,27,,
602,16:05:00,16:05:00,221,28,,
602,16:08:00,16:08:00,222,29,,
602,16:10:00,16:10:00,1247,30,,
603,15:22:00,15:22:00,2623,1,,
603,15:23:00,15:23:00,348,2,,
603,15:24:00,15:24:00,349,3,,
603,15:25:00,15:25:00,350,4,,
603,15:26:00,15:26:00,351,5,,
603,15:27:00,15:27:00,352,6,,
603,15:28:00,15:28:00,353,7,,
603,15:29:00,15:29:00,354,8,,
603,15:31:00,15:31:00,212,9,,
603,15:32:00,15:32:00,209,10,,
603,15:33:00,15:33:00,355,11,,
603,15:33:00,15:33:00,356,12,,
603,15:34:00,15:34:00,371,13,,
603,15:35:00,15:35:00,359,14,,
603,15:37:00,15:37:00,361,15,,
603,15:40:00,15:40:00,124,16,,
604,15:22:00,15:22:00,2616,1,,
604,15:24:00,15:24:00,2612,2,,
604,15:25:00,15:25:00,254,3,,
604,15:27:00,15:27:00,1251,4,,
604,15:28:00,15:28:00,2564,5,,
604,15:30:00,15:30:00,382,6,,
604,15:30:00,15:30:00,2640,7,,
605,15:33:00,15:33:00,56,1,,
605,15:41:00,15:41:00,242,2,,
605,15:43:00,15:43:00,241,3,,
605,15:44:00,15:44:00,240,4,,
605,15:44:00,15:44:00,330,5,,
605,15:46:00,15:46:00,247,6,,
605,15:47:00,15:47:00,236,7,,
605,15:49:00,15:49:00,297,8,,
605,15:51:00,15:51:00,234,9,,
605,15:52:00,15:52:00,233,10,,
605,15:53:00,15:53:00,1247,11,,
605,15:54:00,15:54:00,2620,12,,
605,15:55:00,15:55:00,224,13,,
605,15:56:00,15:56:00,225,14,,
605,15:57:00,15:57:00,676,15,,
605,15:59:00,15:59:00,226,16,,
605,15:59:00,15:59:00,227,17,,
605,15:59:00,15:59:00,228,18,,
605,16:00:00,16:00:00,55,19,,
606,15:34:00,15:34:00,674,1,,
606,15:35:00,15:35:00,256,2,,
606,15:36:00,15:36:00,2566,3,,
606,15:37:00,15:37:00,682,4,,
606,15:38:00,15:38:00,255,5,,
606,15:38:00,15:38:00,2611,6,,
606,15:39:00,15:39:00,1247,7,,
607,15:36:00,15:36:00,1266,1,,
607,15:40:00,15:40:00,594,2,,
607,15:41:00,15:41:00,156,3,,
607,15:43:00,15:43:00,584,4,,
607,15:45:00,15:45:00,532,5,,
607,15:48:00,15:48:00,728,6,,
607,15:49:00,15:49:00,739,7,,
607,15:50:00,15:50:00,736,8,,
607,15:51:00,15:51:00,738,9,,
607,15:52:00,15:52:00,730,10,,
607,15:53:00,15:53:00,734,11,,
607,15:54:00,15:54:00,779,12,,
607,15:59:00,15:59:00,124,13,,
607,16:01:00,16:01:00,845,14,,
607,16:04:00,16:04:00,690,15,,
607,16:06:00,16:06:00,684,16,,
607,16:07:00,16:07:00,211,17,,
607,16:09:00,16:09:00,380,18,,
607,16:10:00,16:10:00,381,19,,
607,16:12:00,16:12:00,1247,20,,
608,15:42:00,15:42:00,46,1,,
608,15:43:00,15:43:00,643,2,,
608,15:44:00,15:44:00,641,3,,
608,15:46:00,15:46:00,629,4,,
608,15:47:00,15:47:00,644,5,,
608,15:48:00,15:48:00,650,6,,
608,15:49:00,15:49:00,621,7,,
608,15:50:00,15:50:00,640,8,,
608,15:51:00,15:51:00,647,9,,
608,15:53:00,15:53:00,756,10,,
608,15:54:00,15:54:00,751,11,,
608,15:55:00,15:55:00,754,12,,
608,15:57:00,15:57:00,748,13,,
608,15:59:00,15:59:00,743,14,,
608,16:01:00,16:01:00,764,15,,
608,16:03:00,16:03:00,227,16,,
608,16:05:00,16:05:00,688,17,,
608,16:07:00,16:07:00,265,18,,
608,16:12:00,16:12:00,1247,19,,
609,15:43:00,15:43:00,257,1,,
609,15:43:00,15:43:00,281,2,,
609,15:44:00,15:44:00,2615,3,,
609,15:45:00,15:45:00,279,4,,
609,15:47:00,15:47:00,278,5,,
609,15:48:00,15:48:00,277,6,,
609,15:50:00,15:50:00,276,7,,
609,15:53:00,15:53:00,275,8,,
609,15:53:00,15:53:00,1259,9,,
609,15:54:00,15:54:00,221,10,,
609,15:54:00,15:54:00,222,11,,
609,15:56:00,15:56:00,1247,12,,
609,15:57:00,15:57:00,2618,13,,
609,16:00:00,16:00:00,2612,14,,
609,16:00:00,16:00:00,231,15,,
609,16:01:00,16:01:00,681,16,,
609,16:01:00,16:01:00,2565,17,,
609,16:02:00,16:02:00,229,18,,
609,16:03:00,16:03:00,55,19,,
610,15:43:00,15:43:00,63,1,,
610,15:46:00,15:46:00,2664,2,,
610,15:49:00,15:49:00,708,3,,
610,15:54:00,15:54:00,611,4,,
610,15:59:00,15:59:00,268,5,,
610,16:00:00,16:00:00,269,6,,
610,16:02:00,16:02:00,270,7,,
610,16:03:00,16:03:00,271,8,,
610,16:05:00,16:05:00,267,9,,
610,16:06:00,16:06:00,266,10,,
610,16:07:00,16:07:00,265,11,,
610,16:10:00,16:10:00,1247,12,,
611,15:47:00,15:47:00,498,1,,
611,15:48:00,15:48:00,490,2,,
611,15:50:00,15:50:00,2561,3,,
611,15:54:00,15:54:00,64,4,,
611,15:56:00,15:56:00,187,5,,
611,15:58:00,15:58:00,2558,6,,
611,16:00:00,16:00:00,746,7,,
611,16:02:00,16:02:00,286,8,,
611,16:03:00,16:03:00,764,9,,
611,16:05:00,16:05:00,227,10,,
611,16:10:00,16:10:00,688,11,,
611,16:12:00,16:12:00,265,12,,
611,16:15:00,16:15:00,1247,13,,
612,15:49:00,15:49:00,166,1,,
612,15:50:00,15:50:00,318,2,,
612,15:51:00,15:51:00,319,3,,
612,15:52:00,15:52:00,770,4,,
612,15:52:00,15:52:00,320,5,,
612,15:54:00,15:54:00,321,6,,
612,15:54:00,15:54:00,322,7,,
612,15:55:00,15:55:00,174,8,,
612,15:58:00,15:58:00,324,9,,
612,15:58:00,15:58:00,325,10,,
612,15:59:00,15:59:00,326,11,,
612,16:02:00,16:02:00,327,12,,
612,16:02:00,16:02:00,328,13,,
612,16:03:00,16:03:00,329,14,,
612,16:04:00,16:04:00,240,15,,
612,16:04:00,16:04:00,330,16,,
612,16:05:00,16:05:00,331,17,,
612,16:07:00,16:07:00,332,18,,
612,16:07:00,16:07:00,298,19,,
612,16:11:00,16:11:00,297,20,,
612,16:12:00,16:12:00,234,21,,
612,16:15:00,16:15:00,1247,22,,
612,16:22:00,16:22:00,2657,23,,
612,16:23:00,16:23:00,334,24,,
612,16:25:00,16:25:00,335,25,,
612,16:25:00,16:25:00,336,26,,
612,16:27:00,16:27:00,337,27,,
612,16:27:00,16:27:00,338,28,,
612,16:30:00,16:30:00,339,29,,
612,16:31:00,16:31:00,340,30,,
612,16:31:00,16:31:00,341,31,,
612,16:34:00,16:34:00,342,32,,
612,16:34:00,16:34:00,343,33,,
612,16:35:00,16:35:00,344,34,,
612,16:37:00,16:37:00,345,35,,
612,16:38:00,16:38:00,180,36,,
612,16:40:00,16:40:00,282,37,,
613,15:56:00,15:56:00,282,1,,
613,15:56:00,15:56:00,68,2,,
613,15:58:00,15:58:00,285,3,,
613,15:59:00,15:59:00,286,4,,
613,15:59:00,15:59:00,287,5,,
613,16:01:00,16:01:00,288,6,,
613,16:02:00,16:02:00,289,7,,
613,16:02:00,16:02:00,290,8,,
613,16:04:00,16:04:00,291,9,,
613,16:05:00,16:05:00,292,10,,
613,16:07:00,16:07:00,293,11,,
613,16:08:00,16:08:00,294,12,,
613,16:10:00,16:10:00,295,13,,
613,16:11:00,16:11:00,296,14,,
613,16:15:00,16:15:00,1247,15,,
613,16:22:00,16:22:00,2658,16,,
613,16:24:00,16:24:00,251,17,,
613,16:27:00,16:27:00,250,18,,
613,16:28:00,16:28:00,333,19,,
613,16:30:00,16:30:00,299,20,,
613,16:30:00,16:30:00,300,21,,
613,16:31:00,16:31:00,301,22,,
613,16:31:00,16:31:00,245,23,,
613,16:33:00,16:33:00,302,24,,
613,16:33:00,16:33:00,303,25,,
613,16:36:00,16:36:00,304,26,,
613,16:36:00,16:36:00,305,27,,
613,16:37:00,16:37:00,306,28,,
613,16:39:00,16:39:00,307,29,,
613,16:39:00,16:39:00,103,30,,
613,16:40:00,16:40:00,309,31,,
613,16:41:00,16:41:00,310,32,,
613,16:42:00,16:42:00,311,33,,
613,16:43:00,16:43:00,96,34,,
613,16:44:00,16:44:00,312,35,,
613,16:45:00,16:45:00,313,36,,
613,16:47:00,16:47:00,89,37,,
614,15:56:00,15:56:00,175,1,,
614,15:58:00,15:58:00,369,2,,
614,16:01:00,16:01:00,370,3,,
614,16:02:00,16:02:00,371,4,,
614,16:03:00,16:03:00,373,5,,
614,16:03:00,16:03:00,374,6,,
614,16:04:00,16:04:00,214,7,,
614,16:05:00,16:05:00,211,8,,
614,16:07:00,16:07:00,375,9,,
614,16:08:00,16:08:00,376,10,,
614,16:09:00,16:09:00,377,11,,
614,16:10:00,16:10:00,378,12,,
614,16:11:00,16:11:00,379,13,,
614,16:12:00,16:12:00,380,14,,
614,16:13:00,16:13:00,381,15,,
614,16:15:00,16:15:00,1247,16,,
615,16:05:00,16:05:00,2640,1,,
615,16:07:00,16:07:00,268,2,,
615,16:08:00,16:08:00,269,3,,
615,16:09:00,16:09:00,2564,4,,
615,16:10:00,16:10:00,1250,5,,
615,16:12:00,16:12:00,254,6,,
615,16:13:00,16:13:00,2611,7,,
615,16:15:00,16:15:00,1247,8,,
615,16:22:00,16:22:00,2616,9,,
615,16:22:00,16:22:00,200,10,,
615,16:23:00,16:23:00,201,11,,
615,16:25:00,16:25:00,202,12,,
615,16:26:00,16:26:00,1258,13,,
615,16:27:00,16:27:00,203,14,,
615,16:27:00,16:27:00,204,15,,
615,16:30:00,16:30:00,205,16,,
615,16:30:00,16:30:00,206,17,,
615,16:31:00,16:31:00,216,18,,
615,16:31:00,16:31:00,215,19,,
615,16:32:00,16:32:00,214,20,,
615,16:34:00,16:34:00,685,21,,
615,16:35:00,16:35:00,1260,22,,
615,16:37:00,16:37:00,1254,23,,
615,16:37:00,16:37:00,124,24,,
616,16:10:00,16:10:00,153,1,,
616,16:11:00,16:11:00,598,2,,
616,16:12:00,16:12:00,585,3,,
616,16:15:00,16:15:00,777,4,,
616,16:17:00,16:17:00,780,5,,
616,16:17:00,16:17:00,768,6,,
616,16:18:00,16:18:00,795,7,,
616,16:18:00,16:18:00,316,8,,
616,16:19:00,16:19:00,166,9,,
616,16:21:00,16:21:00,775,10,,
616,16:22:00,16:22:00,787,11,,
616,16:22:00,16:22:00,840,12,,
616,16:23:00,16:23:00,835,13,,
616,16:24:00,16:24:00,847,14,,
616,16:25:00,16:25:00,837,15,,
616,16:25:00,16:25:00,843,16,,
616,16:28:00,16:28:00,327,17,,
616,16:29:00,16:29:00,328,18,,
616,16:29:00,16:29:00,329,19,,
616,16:30:00,16:30:00,240,20,,
616,16:30:00,16:30:00,330,21,,
616,16:31:00,16:31:00,331,22,,
616,16:34:00,16:34:00,332,23,,
616,16:34:00,16:34:00,298,24,,
616,16:37:00,16:37:00,297,25,,
616,16:50:00,16:50:00,1247,26,,
617,16:10:00,16:10:00,55,1,,
617,16:10:00,16:10:00,193,2,,
617,16:13:00,16:13:00,194,3,,
617,16:13:00,16:13:00,195,4,,
617,16:14:00,16:14:00,675,5,,
617,16:15:00,16:15:00,197,6,,
617,16:16:00,16:16:00,198,7,,
617,16:18:00,16:18:00,1247,8,,
617,16:22:00,16:22:00,2620,9,,
617,16:22:00,16:22:00,252,10,,
617,16:24:00,16:24:00,251,11,,
617,16:26:00,16:26:00,235,12,,
617,16:26:00,16:26:00,249,13,,
617,16:28:00,16:28:00,238,14,,
617,16:29:00,16:29:00,301,15,,
617,16:29:00,16:29:00,245,16,,
617,16:31:00,16:31:00,244,17,,
617,16:32:00,16:32:00,243,18,,
617,16:33:00,16:33:00,56,19,,
618,16:14:00,16:14:00,674,1,,
618,16:15:00,16:15:00,256,2,,
618,16:16:00,16:16:00,2566,3,,
618,16:17:00,16:17:00,682,4,,
618,16:18:00,16:18:00,255,5,,
618,16:18:00,16:18:00,2611,6,,
618,16:20:00,16:20:00,1247,7,,
618,16:22:00,16:22:00,2618,8,,
618,16:22:00,16:22:00,200,9,,
618,16:24:00,16:24:00,201,10,,
618,16:25:00,16:25:00,202,11,,
618,16:25:00,16:25:00,1258,12,,
618,16:27:00,16:27:00,264,13,,
618,16:29:00,16:29:00,263,14,,
618,16:30:00,16:30:00,262,15,,
618,16:32:00,16:32:00,261,16,,
618,16:32:00,16:32:00,260,17,,
618,16:33:00,16:33:00,2614,18,,
618,16:33:00,16:33:00,258,19,,
618,16:34:00,16:34:00,257,20,,
619,16:22:00,16:22:00,2624,1,,
619,16:24:00,16:24:00,348,2,,
619,16:25:00,16:25:00,349,3,,
619,16:27:00,16:27:00,212,4,,
619,16:28:00,16:28:00,685,5,,
619,16:30:00,16:30:00,691,6,,
619,16:33:00,16:33:00,844,7,,
619,16:35:00,16:35:00,175,8,,
619,16:40:00,16:40:00,778,9,,
619,16:41:00,16:41:00,733,10,,
619,16:42:00,16:42:00,731,11,,
619,16:43:00,16:43:00,737,12,,
619,16:44:00,16:44:00,735,13,,
619,16:45:00,16:45:00,740,14,,
619,16:46:00,16:46:00,729,15,,
619,16:49:00,16:49:00,531,16,,
619,16:51:00,16:51:00,583,17,,
619,16:53:00,16:53:00,151,18,,
619,16:54:00,16:54:00,595,19,,
619,16:58:00,16:58:00,1266,20,,
620,16:22:00,16:22:00,2626,1,,
620,16:23:00,16:23:00,274,2,,
620,16:24:00,16:24:00,273,3,,
620,16:25:00,16:25:00,272,4,,
620,16:29:00,16:29:00,382,5,,
620,16:34:00,16:34:00,612,6,,
620,16:38:00,16:38:00,709,7,,
620,16:41:00,16:41:00,2663,8,,
620,16:43:00,16:43:00,185,9,,
621,16:22:00,16:22:00,2627,1,,
621,16:24:00,16:24:00,274,2,,
621,16:26:00,16:26:00,687,3,,
621,16:27:00,16:27:00,194,4,,
621,16:28:00,16:28:00,765,5,,
621,16:29:00,16:29:00,344,6,,
621,16:31:00,16:31:00,747,7,,
621,16:33:00,16:33:00,65,8,,
621,16:35:00,16:35:00,136,9,,
621,16:37:00,16:37:00,64,10,,
621,16:42:00,16:42:00,2560,11,,
621,16:45:00,16:45:00,491,12,,
621,16:46:00,16:46:00,498,13,,
622,16:22:00,16:22:00,2628,1,,
622,16:23:00,16:23:00,274,2,,
622,16:24:00,16:24:00,687,3,,
622,16:25:00,16:25:00,194,4,,
622,16:27:00,16:27:00,765,5,,
622,16:29:00,16:29:00,742,6,,
622,16:30:00,16:30:00,749,7,,
622,16:32:00,16:32:00,753,8,,
622,16:33:00,16:33:00,750,9,,
622,16:34:00,16:34:00,755,10,,
622,16:35:00,16:35:00,648,11,,
622,16:36:00,16:36:00,639,12,,
622,16:37:00,16:37:00,620,13,,
622,16:38:00,16:38:00,649,14,,
622,16:40:00,16:40:00,645,15,,
622,16:41:00,16:41:00,628,16,,
622,16:42:00,16:42:00,2633,17,,
622,16:43:00,16:43:00,642,18,,
622,16:45:00,16:45:00,46,19,,
623,16:22:00,16:22:00,2623,1,,
623,16:23:00,16:23:00,348,2,,
623,16:24:00,16:24:00,349,3,,
623,16:25:00,16:25:00,350,4,,
623,16:26:00,16:26:00,351,5,,
623,16:27:00,16:27:00,352,6,,
623,16:28:00,16:28:00,353,7,,
623,16:29:00,16:29:00,354,8,,
623,16:31:00,16:31:00,212,9,,
623,16:32:00,16:32:00,209,10,,
623,16:33:00,16:33:00,355,11,,
623,16:33:00,16:33:00,356,12,,
623,16:34:00,16:34:00,371,13,,
623,16:35:00,16:35:00,359,14,,
623,16:37:00,16:37:00,361,15,,
623,16:40:00,16:40:00,124,16,,
624,16:29:00,16:29:00,2625,1,,
624,16:30:00,16:30:00,200,2,,
624,16:31:00,16:31:00,201,3,,
624,16:32:00,16:32:00,202,4,,
624,16:33:00,16:33:00,1258,5,,
624,16:34:00,16:34:00,264,6,,
624,16:34:00,16:34:00,215,7,,
624,16:34:00,16:34:00,214,8,,
624,16:36:00,16:36:00,685,9,,
624,16:37:00,16:37:00,691,10,,
624,16:38:00,16:38:00,844,11,,
624,16:41:00,16:41:00,175,12,,
624,16:45:00,16:45:00,448,13,,
624,16:47:00,16:47:00,443,14,,
624,16:49:00,16:49:00,446,15,,
624,16:51:00,16:51:00,439,16,,
624,16:52:00,16:52:00,445,17,,
624,16:55:00,16:55:00,451,18,,
624,16:59:00,16:59:00,527,19,,
624,17:00:00,17:00:00,530,20,,
624,17:01:00,17:01:00,165,21,,
624,17:03:00,17:03:00,414,22,,
624,17:04:00,17:04:00,1266,23,,
624,17:06:00,17:06:00,406,24,,
624,17:07:00,17:07:00,404,25,,
624,17:09:00,17:09:00,563,26,,
624,17:11:00,17:11:00,139,27,,
624,17:13:00,17:13:00,559,28,,
624,17:15:00,17:15:00,565,29,,
624,17:16:00,17:16:00,567,30,,
624,17:21:00,17:21:00,568,31,,
625,16:32:00,16:32:00,712,1,,
625,16:35:00,16:35:00,708,2,,
625,16:44:00,16:44:00,109,3,,
625,16:49:00,16:49:00,445,4,,
625,16:58:00,16:58:00,464,5,,
625,17:01:00,17:01:00,527,6,,
625,17:02:00,17:02:00,530,7,,
625,17:03:00,17:03:00,165,8,,
625,17:04:00,17:04:00,414,9,,
625,17:08:00,17:08:00,1266,10,,
625,17:11:00,17:11:00,406,11,,
625,17:12:00,17:12:00,404,12,,
625,17:15:00,17:15:00,563,13,,
625,17:18:00,17:18:00,139,14,,
625,17:19:00,17:19:00,559,15,,
625,17:20:00,17:20:00,565,16,,
625,17:22:00,17:22:00,567,17,,
625,17:23:00,17:23:00,568,18,,
626,16:33:00,16:33:00,56,1,,
626,16:39:00,16:39:00,242,2,,
626,16:41:00,16:41:00,241,3,,
626,16:42:00,16:42:00,240,4,,
626,16:42:00,16:42:00,330,5,,
626,16:44:00,16:44:00,247,6,,
626,16:45:00,16:45:00,236,7,,
626,16:47:00,16:47:00,297,8,,
626,16:49:00,16:49:00,234,9,,
626,16:50:00,16:50:00,233,10,,
626,16:51:00,16:51:00,1247,11,,
626,16:52:00,16:52:00,2620,12,,
626,16:53:00,16:53:00,224,13,,
626,16:54:00,16:54:00,225,14,,
626,16:55:00,16:55:00,676,15,,
626,16:57:00,16:57:00,226,16,,
626,16:57:00,16:57:00,227,17,,
626,16:57:00,16:57:00,228,18,,
626,16:58:00,16:58:00,55,19,,
627,16:35:00,16:35:00,709,1,,
627,16:37:00,16:37:00,711,2,,
627,16:44:00,16:44:00,2245,3,,
627,16:52:00,16:52:00,545,4,,
627,16:55:00,16:55:00,498,5,,
628,16:35:00,16:35:00,709,1,,
628,16:37:00,16:37:00,711,2,,
628,16:44:00,16:44:00,2245,3,,
628,16:52:00,16:52:00,545,4,,
628,16:55:00,16:55:00,498,5,,
629,16:38:00,16:38:00,607,1,,
629,16:47:00,16:47:00,567,2,,
629,16:48:00,16:48:00,568,3,,
629,16:50:00,16:50:00,564,4,,
629,16:51:00,16:51:00,560,5,,
629,16:53:00,16:53:00,158,6,,
629,16:55:00,16:55:00,562,7,,
629,16:56:00,16:56:00,403,8,,
629,16:57:00,16:57:00,405,9,,
629,16:59:00,16:59:00,1267,10,,
629,17:01:00,17:01:00,413,11,,
629,17:02:00,17:02:00,163,12,,
629,17:03:00,17:03:00,529,13,,
630,16:39:00,16:39:00,175,1,,
630,16:41:00,16:41:00,1261,2,,
630,16:42:00,16:42:00,684,3,,
630,16:44:00,16:44:00,209,4,,
630,16:44:00,16:44:00,208,5,,
630,16:46:00,16:46:00,207,6,,
630,16:46:00,16:46:00,217,7,,
630,16:47:00,16:47:00,218,8,,
630,16:49:00,16:49:00,219,9,,
630,16:49:00,16:49:00,220,10,,
630,16:50:00,16:50:00,1259,11,,
630,16:51:00,16:51:00,221,12,,
630,16:52:00,16:52:00,222,13,,
630,16:53:00,16:53:00,1247,14,,
630,16:57:00,16:57:00,2616,15,,
630,16:59:00,16:59:00,2612,16,,
630,17:00:00,17:00:00,254,17,,
630,17:02:00,17:02:00,1251,18,,
630,17:03:00,17:03:00,2564,19,,
630,17:05:00,17:05:00,382,20,,
630,17:10:00,17:10:00,2640,21,,
631,16:40:00,16:40:00,257,1,,
631,16:40:00,16:40:00,281,2,,
631,16:41:00,16:41:00,2615,3,,
631,16:42:00,16:42:00,279,4,,
631,16:44:00,16:44:00,278,5,,
631,16:45:00,16:45:00,277,6,,
631,16:47:00,16:47:00,276,7,,
631,16:50:00,16:50:00,275,8,,
631,16:50:00,16:50:00,1259,9,,
631,16:51:00,16:51:00,221,10,,
631,16:51:00,16:51:00,222,11,,
631,16:53:00,16:53:00,1247,12,,
631,16:56:00,16:56:00,2618,13,,
631,16:59:00,16:59:00,2612,14,,
631,16:59:00,16:59:00,231,15,,
631,17:00:00,17:00:00,681,16,,
631,17:00:00,17:00:00,2565,17,,
631,17:01:00,17:01:00,229,18,,
631,17:02:00,17:02:00,55,19,,
632,16:45:00,16:45:00,709,1,,
632,16:47:00,16:47:00,2663,2,,
632,16:48:00,16:48:00,2605,3,,
632,16:49:00,16:49:00,2602,4,,
632,16:51:00,16:51:00,2599,5,,
632,16:53:00,16:53:00,2596,6,,
632,16:55:00,16:55:00,2593,7,,
632,17:01:00,17:01:00,2589,8,,
632,17:02:00,17:02:00,2591,9,,
632,17:03:00,17:03:00,2588,10,,
632,17:07:00,17:07:00,63,11,,
632,17:08:00,17:08:00,2586,12,,
632,17:10:00,17:10:00,2584,13,,
632,17:11:00,17:11:00,2581,14,,
632,17:13:00,17:13:00,717,15,,
632,17:15:00,17:15:00,2578,16,,
633,16:49:00,16:49:00,166,1,,
633,16:50:00,16:50:00,318,2,,
633,16:51:00,16:51:00,319,3,,
633,16:52:00,16:52:00,770,4,,
633,16:52:00,16:52:00,320,5,,
633,16:54:00,16:54:00,321,6,,
633,16:54:00,16:54:00,322,7,,
633,16:55:00,16:55:00,174,8,,
633,16:58:00,16:58:00,324,9,,
633,16:58:00,16:58:00,325,10,,
633,16:59:00,16:59:00,326,11,,
633,17:02:00,17:02:00,327,12,,
633,17:02:00,17:02:00,328,13,,
633,17:03:00,17:03:00,329,14,,
633,17:04:00,17:04:00,240,15,,
633,17:04:00,17:04:00,330,16,,
633,17:05:00,17:05:00,331,17,,
633,17:07:00,17:07:00,332,18,,
633,17:07:00,17:07:00,298,19,,
633,17:11:00,17:11:00,297,20,,
633,17:12:00,17:12:00,234,21,,
633,17:15:00,17:15:00,1247,22,,
633,17:22:00,17:22:00,2657,23,,
633,17:23:00,17:23:00,334,24,,
633,17:25:00,17:25:00,335,25,,
633,17:25:00,17:25:00,336,26,,
633,17:27:00,17:27:00,337,27,,
633,17:27:00,17:27:00,338,28,,
633,17:30:00,17:30:00,339,29,,
633,17:31:00,17:31:00,340,30,,
633,17:31:00,17:31:00,341,31,,
633,17:34:00,17:34:00,342,32,,
633,17:34:00,17:34:00,343,33,,
633,17:35:00,17:35:00,344,34,,
633,17:37:00,17:37:00,345,35,,
633,17:38:00,17:38:00,180,36,,
633,17:40:00,17:40:00,282,37,,
634,16:55:00,16:55:00,2629,1,,
634,17:00:00,17:00:00,250,2,,
634,17:01:00,17:01:00,333,3,,
634,17:04:00,17:04:00,299,4,,
634,17:04:00,17:04:00,300,5,,
634,17:05:00,17:05:00,301,6,,
634,17:05:00,17:05:00,245,7,,
634,17:06:00,17:06:00,302,8,,
634,17:06:00,17:06:00,303,9,,
634,17:08:00,17:08:00,304,10,,
634,17:08:00,17:08:00,842,11,,
634,17:09:00,17:09:00,838,12,,
634,17:10:00,17:10:00,846,13,,
634,17:11:00,17:11:00,836,14,,
634,17:11:00,17:11:00,841,15,,
634,17:12:00,17:12:00,786,16,,
634,17:13:00,17:13:00,774,17,,
634,17:16:00,17:16:00,89,18,,
634,17:17:00,17:17:00,315,19,,
634,17:18:00,17:18:00,72,20,,
634,17:18:00,17:18:00,769,21,,
634,17:19:00,17:19:00,781,22,,
634,17:21:00,17:21:00,776,23,,
634,17:24:00,17:24:00,586,24,,
634,17:25:00,17:25:00,599,25,,
634,17:28:00,17:28:00,130,26,,
635,16:56:00,16:56:00,282,1,,
635,16:56:00,16:56:00,68,2,,
635,16:58:00,16:58:00,285,3,,
635,16:59:00,16:59:00,286,4,,
635,16:59:00,16:59:00,287,5,,
635,17:01:00,17:01:00,288,6,,
635,17:02:00,17:02:00,289,7,,
635,17:02:00,17:02:00,290,8,,
635,17:04:00,17:04:00,291,9,,
635,17:05:00,17:05:00,292,10,,
635,17:07:00,17:07:00,293,11,,
635,17:08:00,17:08:00,294,12,,
635,17:10:00,17:10:00,295,13,,
635,17:11:00,17:11:00,296,14,,
635,17:15:00,17:15:00,1247,15,,
635,17:22:00,17:22:00,2658,16,,
635,17:24:00,17:24:00,251,17,,
635,17:27:00,17:27:00,250,18,,
635,17:28:00,17:28:00,333,19,,
635,17:30:00,17:30:00,299,20,,
635,17:30:00,17:30:00,300,21,,
635,17:31:00,17:31:00,301,22,,
635,17:31:00,17:31:00,245,23,,
635,17:33:00,17:33:00,302,24,,
635,17:33:00,17:33:00,303,25,,
635,17:36:00,17:36:00,304,26,,
635,17:36:00,17:36:00,305,27,,
635,17:37:00,17:37:00,306,28,,
635,17:39:00,17:39:00,307,29,,
635,17:39:00,17:39:00,103,30,,
635,17:40:00,17:40:00,309,31,,
635,17:41:00,17:41:00,310,32,,
635,17:42:00,17:42:00,311,33,,
635,17:43:00,17:43:00,96,34,,
635,17:44:00,17:44:00,312,35,,
635,17:45:00,17:45:00,313,36,,
635,17:47:00,17:47:00,89,37,,
636,16:56:00,16:56:00,175,1,,
636,16:58:00,16:58:00,369,2,,
636,16:59:00,16:59:00,370,3,,
636,17:00:00,17:00:00,371,4,,
636,17:03:00,17:03:00,373,5,,
636,17:03:00,17:03:00,374,6,,
636,17:04:00,17:04:00,214,7,,
636,17:05:00,17:05:00,211,8,,
636,17:07:00,17:07:00,375,9,,
636,17:08:00,17:08:00,376,10,,
636,17:09:00,17:09:00,377,11,,
636,17:10:00,17:10:00,378,12,,
636,17:11:00,17:11:00,379,13,,
636,17:12:00,17:12:00,380,14,,
636,17:13:00,17:13:00,381,15,,
636,17:15:00,17:15:00,1247,16,,
